ANO;GRANDE REGIÃO;UF;PRODUTO;CÓDIGO IBGE;MUNICÍPIO;VENDAS
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3168603;TEOFILO OTONI                 ;1648313
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3169359;TRES MARIAS                   ;17357736
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3170802;VARZEA DA PALMA               ;472170
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3171205;VESPASIANO                    ;83360743
1999;REGIÃO SUDESTE;ES;ÓLEO COMBUSTÍVEL;3200604;ARACRUZ                       ;17834660
1999;REGIÃO SUDESTE;RJ;ÓLEO COMBUSTÍVEL;3301850;GUAPIMIRIM                    ;20347487
1999;REGIÃO SUDESTE;RJ;ÓLEO COMBUSTÍVEL;3304140;QUEIMADOS                     ;1524005
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3500705;AGUDOS                        ;14464071
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3502805;ARACATUBA                     ;14491893
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3503801;ARTUR NOGUEIRA                ;4592560
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3517705;GUARA                         ;1309246
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3530507;MOCOCA                        ;6982117
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3538508;PIQUETE                       ;3086320
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3543250;RIBEIRAO GRANDE               ;59629300
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3546802;SANTA ISABEL                  ;4663110
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3556301;VALPARAISO                    ;449630
1999;REGIÃO SUL;PR;ÓLEO COMBUSTÍVEL;4122208;RIO BRANCO DO SUL             ;31808480
1999;REGIÃO SUL;SC;ÓLEO COMBUSTÍVEL;4217705;SOMBRIO                       ;4036584
1999;REGIÃO SUL;SC;ÓLEO COMBUSTÍVEL;4218302;TRES BARRAS                   ;12655900
1999;REGIÃO SUL;RS;ÓLEO COMBUSTÍVEL;4301609;BAGE                          ;23763218
1999;REGIÃO SUL;RS;ÓLEO COMBUSTÍVEL;4315707;RIO PARDO                     ;131675
1999;REGIÃO SUL;RS;ÓLEO COMBUSTÍVEL;4320409;SERAFINA CORREA               ;1479800
1999;REGIÃO SUL;RS;ÓLEO COMBUSTÍVEL;4321200;TAQUARA                       ;494348
1999;REGIÃO SUL;RS;ÓLEO COMBUSTÍVEL;4321308;TAQUARI                       ;4021078
1999;REGIÃO CENTRO-OESTE;MS;ÓLEO COMBUSTÍVEL;5007909;SIDROLANDIA                   ;2226219
1999;REGIÃO CENTRO-OESTE;MT;ÓLEO COMBUSTÍVEL;5101808;BARRA DO GARCAS               ;2977445
1999;REGIÃO CENTRO-OESTE;MT;ÓLEO COMBUSTÍVEL;5102502;CACERES                       ;1096379
1999;REGIÃO CENTRO-OESTE;MT;ÓLEO COMBUSTÍVEL;5103215;COMODORO                      ;619270
1999;REGIÃO CENTRO-OESTE;MT;ÓLEO COMBUSTÍVEL;5106370;PEDRA PRETA                   ;355490
1999;REGIÃO CENTRO-OESTE;MT;ÓLEO COMBUSTÍVEL;5107601;RONDONOPOLIS                  ;7077386
1999;REGIÃO CENTRO-OESTE;GO;ÓLEO COMBUSTÍVEL;5200130;ACREUNA                       ;140830
1999;REGIÃO CENTRO-OESTE;GO;ÓLEO COMBUSTÍVEL;5204500;CALDAS NOVAS                  ;151595
1999;REGIÃO CENTRO-OESTE;GO;ÓLEO COMBUSTÍVEL;5205450;CEZARINA                      ;57971672
1999;REGIÃO CENTRO-OESTE;GO;ÓLEO COMBUSTÍVEL;5209102;GOIATUBA                      ;478823
1999;REGIÃO CENTRO-OESTE;GO;ÓLEO COMBUSTÍVEL;5209706;HIDROLANDIA                   ;1235755
1999;REGIÃO CENTRO-OESTE;GO;ÓLEO COMBUSTÍVEL;5211905;JATAI                         ;8442789
1999;REGIÃO CENTRO-OESTE;GO;ÓLEO COMBUSTÍVEL;5212502;LUZIANIA                      ;7967207
1999;REGIÃO CENTRO-OESTE;GO;ÓLEO COMBUSTÍVEL;5214602;NIQUELANDIA                   ;275915728
1999;REGIÃO CENTRO-OESTE;GO;ÓLEO COMBUSTÍVEL;5217407;PIRES DO RIO                  ;3394944
1999;REGIÃO CENTRO-OESTE;GO;ÓLEO COMBUSTÍVEL;5217709;PONTALINA                     ;62756
1999;REGIÃO CENTRO-OESTE;GO;ÓLEO COMBUSTÍVEL;5218608;RIALMA                        ;1684159
1999;REGIÃO CENTRO-OESTE;GO;ÓLEO COMBUSTÍVEL;5219000;SANCLERLANDIA                 ;233836
1999;REGIÃO CENTRO-OESTE;GO;ÓLEO COMBUSTÍVEL;5219256;SANTA FE DE GOIAS             ;661540
1999;REGIÃO CENTRO-OESTE;GO;ÓLEO COMBUSTÍVEL;5219400;SANTA RITA DO ARAGUAIA        ;4438820
1999;REGIÃO CENTRO-OESTE;GO;ÓLEO COMBUSTÍVEL;5221404;TRINDADE                      ;919335
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3126307;FORTALEZA DE MINAS            ;9681566
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3152502;POUSO ALEGRE                  ;7083047
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3512002;COLINA                        ;5537102
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3527603;LUIS ANTONIO                  ;24190060
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3540600;PORTO FELIZ                   ;16222648
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3547604;SANTA ROSA DE VITERBO         ;13910910
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3555607;UCHOA                         ;410206
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3557308;ESTIVA GERBI                  ;3724988
1999;REGIÃO SUL;SC;ÓLEO COMBUSTÍVEL;4204417;CORREIA PINTO                 ;42045165
1999;REGIÃO SUL;SC;ÓLEO COMBUSTÍVEL;4205456;FORQUILHINHA                  ;3539972
1999;REGIÃO SUL;SC;ÓLEO COMBUSTÍVEL;4211812;OTACILIO COSTA                ;44508217
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3110303;CALDAS                        ;1529910
1999;REGIÃO SUL;RS;ÓLEO COMBUSTÍVEL;4309308;GUAIBA                        ;39790540
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3105601;BARBACENA                     ;9792854
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3105903;BARROSO                       ;48024205
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3119955;CORREGO FUNDO                 ;5397615
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3130100;IGARAPE                       ;149764348
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3148904;PEDRA DO INDAIA               ;9722655
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3149307;PEDRO LEOPOLDO                ;54780686
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3153606;PRUDENTE DE MORAIS            ;11762825
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3502201;ANGATUBA                      ;18978680
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3557006;VOTORANTIM                    ;29803741
1999;REGIÃO SUL;RS;ÓLEO COMBUSTÍVEL;4307607;ESTANCIA VELHA                ;3483906
1999;REGIÃO SUL;PR;ÓLEO COMBUSTÍVEL;4102304;BALSA NOVA                    ;28962119
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3102602;ANDRADAS                      ;4288070
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3168700;TIMOTEO                       ;17254092
1999;REGIÃO CENTRO-OESTE;GO;ÓLEO COMBUSTÍVEL;5215501;OUVIDOR                       ;320340
1999;REGIÃO SUL;RS;ÓLEO COMBUSTÍVEL;4313372;NOVA SANTA RITA               ;145647
1999;REGIÃO SUDESTE;ES;ÓLEO COMBUSTÍVEL;3201406;CASTELO                       ;79600
1999;REGIÃO CENTRO-OESTE;GO;ÓLEO COMBUSTÍVEL;5201403;APARECIDA DE GOIANIA          ;2338958
1999;REGIÃO SUL;PR;ÓLEO COMBUSTÍVEL;4114604;MARECHAL CANDIDO RONDON       ;5422399
1999;REGIÃO CENTRO-OESTE;GO;ÓLEO COMBUSTÍVEL;5220408;SAO SIMAO                     ;15216989
1999;REGIÃO NORDESTE;RN;ÓLEO COMBUSTÍVEL;2401401;BAIA FORMOSA                  ;30000
1999;REGIÃO NORDESTE;AL;ÓLEO COMBUSTÍVEL;2702304;CORURIPE                      ;30018
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3143902;MURIAE                        ;114764
1999;REGIÃO SUL;PR;ÓLEO COMBUSTÍVEL;4103700;CAMBE                         ;8816187
1999;REGIÃO NORDESTE;CE;ÓLEO COMBUSTÍVEL;2307707;MARANGUAPE                    ;136000
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3511600;CESARIO LANGE                 ;993614
1999;REGIÃO NORDESTE;SE;ÓLEO COMBUSTÍVEL;2804409;NEOPOLIS                      ;696840
1999;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2913909;IPIAU                         ;13965
1999;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2914808;ITABUNA                       ;4129449
1999;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2916401;ITAPETINGA                    ;2693873
1999;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2928604;SANTO AMARO                   ;2598584
1999;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2929201;SAO FRANCISCO DO CONDE        ;205862
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3111202;CAMPO BELO                    ;2638833
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3128008;GUANHAES                      ;1870086
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3129500;IBIA                          ;3110202
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3130304;IGUATAMA                      ;52343
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3132404;ITAJUBA                       ;516955
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3133001;ITAMONTE                      ;5092765
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3133605;ITAPEVA                       ;1323548
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3147401;PARAOPEBA                     ;339541
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3154602;RIBEIRAO DAS NEVES            ;5625154
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3154807;RIO ACIMA                     ;278432
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3154904;RIO CASCA                     ;810298
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3162001;SAO GONCALO DO SAPUCAI        ;1249703
1999;REGIÃO SUDESTE;ES;ÓLEO COMBUSTÍVEL;3204600;SANTA TERESA                  ;1337700
1999;REGIÃO SUDESTE;ES;ÓLEO COMBUSTÍVEL;3205070;VENDA NOVA DO IMIGRANTE       ;39270
1999;REGIÃO SUDESTE;RJ;ÓLEO COMBUSTÍVEL;3304000;PIRAI                         ;660394
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3502104;ANDRADINA                     ;5269701
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3509702;CAMPOS DO JORDAO              ;123560
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3512401;CORDEIROPOLIS                 ;6487477
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3515109;EMBU-GUACU                    ;875791
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3515184;ESPIRITO SANTO DO PINHAL      ;727029
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3519600;IBITINGA                      ;1148292
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3530000;MIRA ESTRELA                  ;997481
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3532003;MORUNGABA                     ;533560
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3539202;PIRAPOZINHO                   ;18728881
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3544001;RIO DAS PEDRAS                ;2560038
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3546306;SANTA CRUZ DAS PALMEIRAS      ;26006
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3549100;SAO JOAO DA BOA VISTA         ;3012598
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3550109;SAO MANUEL                    ;1124087
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3550907;SAO SIMAO                     ;25010
1999;REGIÃO SUL;PR;ÓLEO COMBUSTÍVEL;4101707;ARARUNA                       ;129264
1999;REGIÃO SUL;PR;ÓLEO COMBUSTÍVEL;4106407;CORNELIO PROCOPIO             ;10494217
1999;REGIÃO SUL;PR;ÓLEO COMBUSTÍVEL;4113209;LAPA                          ;5263900
1999;REGIÃO SUL;PR;ÓLEO COMBUSTÍVEL;4127102;TELEMACO BORBA                ;37960166
1999;REGIÃO SUL;SC;ÓLEO COMBUSTÍVEL;4203909;CAPINZAL                      ;608560
1999;REGIÃO SUL;SC;ÓLEO COMBUSTÍVEL;4206304;GUABIRUBA                     ;2715446
1999;REGIÃO SUL;SC;ÓLEO COMBUSTÍVEL;4218604;TROMBUDO CENTRAL              ;4033279
1999;REGIÃO SUL;RS;ÓLEO COMBUSTÍVEL;4311620;LINDOLFO COLLOR               ;386154
1999;REGIÃO SUL;RS;ÓLEO COMBUSTÍVEL;4319001;SAO MARCOS                    ;1276855
1999;REGIÃO CENTRO-OESTE;GO;ÓLEO COMBUSTÍVEL;5205905;CORUMBAIBA                    ;659765
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3105407;BARAO DE COCAIS               ;4673956
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3113205;CARANDAI                      ;34184258
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3133508;ITAPECERICA                   ;3251360
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3133710;ITAU DE MINAS                 ;37773684
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3138208;LAVRAS                        ;151824
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3151107;PIRAPETINGA                   ;8614048
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3152103;PONTE NOVA                    ;5512582
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3171000;VAZANTE                       ;4883713
1999;REGIÃO SUDESTE;ES;ÓLEO COMBUSTÍVEL;3200400;ANCHIETA                      ;173272510
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3517209;GUAICARA                      ;124260
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3522601;ITAPIRA                       ;4876199
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3527107;LINS                          ;6809739
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3532828;NOVA CAMPINA                  ;4871460
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3539504;PITANGUEIRAS                  ;1176243
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3552101;SOCORRO                       ;682400
1999;REGIÃO SUL;RS;ÓLEO COMBUSTÍVEL;4303504;CAMAQUA                       ;1527202
1999;REGIÃO SUL;RS;ÓLEO COMBUSTÍVEL;4308603;GARIBALDI                     ;867862
1999;REGIÃO SUL;RS;ÓLEO COMBUSTÍVEL;4308905;GETULIO VARGAS                ;2940789
1999;REGIÃO CENTRO-OESTE;MS;ÓLEO COMBUSTÍVEL;5002150;BODOQUENA                     ;38391033
1999;REGIÃO CENTRO-OESTE;MT;ÓLEO COMBUSTÍVEL;5100607;ALTA FLORESTA                 ;837090
1999;REGIÃO CENTRO-OESTE;MT;ÓLEO COMBUSTÍVEL;5103207;COLIDER                       ;1363173
1999;REGIÃO CENTRO-OESTE;MT;ÓLEO COMBUSTÍVEL;5104807;JACIARA                       ;52625
1999;REGIÃO CENTRO-OESTE;MT;ÓLEO COMBUSTÍVEL;5105900;NOBRES                        ;17445286
1999;REGIÃO CENTRO-OESTE;MT;ÓLEO COMBUSTÍVEL;5107105;SAO JOSE DOS QUATRO MARCOS    ;4110851
1999;REGIÃO CENTRO-OESTE;GO;ÓLEO COMBUSTÍVEL;5204003;CABECEIRAS                    ;204818
1999;REGIÃO CENTRO-OESTE;GO;ÓLEO COMBUSTÍVEL;5213800;MORRINHOS                     ;1459770
1999;REGIÃO CENTRO-OESTE;GO;ÓLEO COMBUSTÍVEL;5214505;NEROPOLIS                     ;8279197
1999;REGIÃO CENTRO-OESTE;GO;ÓLEO COMBUSTÍVEL;5217105;PIRACANJUBA                   ;388722
1999;REGIÃO CENTRO-OESTE;GO;ÓLEO COMBUSTÍVEL;5219302;SANTA HELENA DE GOIAS         ;3068191
1999;REGIÃO CENTRO-OESTE;GO;ÓLEO COMBUSTÍVEL;5220106;SAO LUIS DE MONTES BELOS      ;594773
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3522709;ITAPOLIS                      ;8939847
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3545300;SALTO DE PIRAPORA             ;30326983
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3517608;GUAPIARA                      ;24531894
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3136205;JOAO MONLEVADE                ;4520109
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3129802;IBIRITE                       ;345131
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3555003;TUPA                          ;74443
1999;REGIÃO CENTRO-OESTE;DF;ÓLEO COMBUSTÍVEL;5300002;*;1000
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3521400;IRACEMAPOLIS                  ;651076
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3526100;JUQUIA                        ;12800
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3508404;CABREUVA                      ;2476057
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3538109;PINDORAMA                     ;625720
1999;REGIÃO NORTE;PA;ÓLEO COMBUSTÍVEL;1500503;ALMEIRIM                      ;124292977
1999;REGIÃO NORTE;PA;ÓLEO COMBUSTÍVEL;1502409;CASTANHAL                     ;1551508
1999;REGIÃO NORTE;PA;ÓLEO COMBUSTÍVEL;1507605;SAO MIGUEL DO GUAMA           ;1456263
1999;REGIÃO NORDESTE;MA;ÓLEO COMBUSTÍVEL;2104555;GOVERNADOR EDISON LOBAO       ;552867
1999;REGIÃO NORDESTE;PB;ÓLEO COMBUSTÍVEL;2501805;BAYEUX                        ;364276
1999;REGIÃO NORDESTE;PB;ÓLEO COMBUSTÍVEL;2503204;CABEDELO                      ;1141231
1999;REGIÃO NORDESTE;PB;ÓLEO COMBUSTÍVEL;2503808;CALDAS BRANDAO                ;211500
1999;REGIÃO NORDESTE;PB;ÓLEO COMBUSTÍVEL;2506300;GUARABIRA                     ;688936
1999;REGIÃO NORDESTE;PB;ÓLEO COMBUSTÍVEL;2509806;MULUNGU                       ;261570
1999;REGIÃO NORDESTE;PE;ÓLEO COMBUSTÍVEL;2600056;ABREU E LIMA                  ;696990
1999;REGIÃO NORDESTE;PE;ÓLEO COMBUSTÍVEL;2601907;BEZERROS                      ;180300
1999;REGIÃO NORDESTE;PE;ÓLEO COMBUSTÍVEL;2608502;LAGOA DO ITAENGA              ;1206472
1999;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2931710;TEIXEIRA DE FREITAS           ;471753
1999;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2932504;UNA                           ;214188
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3116603;CLAUDIO                       ;185949
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3118401;CONSELHEIRO PENA              ;102150
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3139603;MANTENA                       ;64048
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3144305;NANUQUE                       ;344940
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3154300;RESPLENDOR                    ;105860
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3162206;SAO JOAO BATISTA DO GLORIA    ;1364347
1999;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3164608;SAO SEBASTIAO DO OESTE        ;50035
1999;REGIÃO SUDESTE;ES;ÓLEO COMBUSTÍVEL;3202208;FUNDAO                        ;238760
1999;REGIÃO SUDESTE;ES;ÓLEO COMBUSTÍVEL;3202801;ITAPEMIRIM                    ;425160
1999;REGIÃO SUDESTE;ES;ÓLEO COMBUSTÍVEL;3203905;NOVA VENECIA                  ;234220
1999;REGIÃO SUDESTE;ES;ÓLEO COMBUSTÍVEL;3204707;SAO GABRIEL DA PALHA          ;261716
1999;REGIÃO SUDESTE;RJ;ÓLEO COMBUSTÍVEL;3305554;SEROPEDICA                    ;233155
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3506908;BOFETE                        ;1103606
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3509400;CAJURU                        ;219231
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3509451;CAMPINA DO MONTE ALEGRE       ;488636
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3517500;GUAPIACU                      ;2075395
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3519805;ICEM                          ;570945
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3534707;OURINHOS                      ;1246272
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3537200;PEDRO DE TOLEDO               ;221890
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3539300;PIRASSUNUNGA                  ;372931
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3542203;RANCHARIA                     ;3465015
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3542408;REGENTE FEIJO                 ;831642
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3542904;RIBEIRAO BONITO               ;54575
1999;REGIÃO SUL;PR;ÓLEO COMBUSTÍVEL;4103602;CAMBARA                       ;706684
1999;REGIÃO SUL;PR;ÓLEO COMBUSTÍVEL;4113608;LOBATO                        ;1685640
1999;REGIÃO SUL;PR;ÓLEO COMBUSTÍVEL;4119401;PIRAI DO SUL                  ;972590
1999;REGIÃO SUL;SC;ÓLEO COMBUSTÍVEL;4203704;CANELINHA                     ;158380
1999;REGIÃO SUL;SC;ÓLEO COMBUSTÍVEL;4205901;GASPAR                        ;1309194
1999;REGIÃO SUL;SC;ÓLEO COMBUSTÍVEL;4206606;GUARUJA DO SUL                ;116780
1999;REGIÃO SUL;SC;ÓLEO COMBUSTÍVEL;4207300;IMBITUBA                      ;3721179
1999;REGIÃO SUL;SC;ÓLEO COMBUSTÍVEL;4209605;LAURO MULLER                  ;643241
1999;REGIÃO SUL;SC;ÓLEO COMBUSTÍVEL;4212053;PALMEIRA                      ;158850
1999;REGIÃO SUL;SC;ÓLEO COMBUSTÍVEL;4217802;TAIO                          ;504026
1999;REGIÃO SUL;RS;ÓLEO COMBUSTÍVEL;4301900;BARRA DO RIBEIRO              ;156898
1999;REGIÃO SUL;RS;ÓLEO COMBUSTÍVEL;4311302;LAGOA VERMELHA                ;79711
1999;REGIÃO SUL;RS;ÓLEO COMBUSTÍVEL;4315804;ROCA SALES                    ;707450
1999;REGIÃO SUL;RS;ÓLEO COMBUSTÍVEL;4316606;SANANDUVA                     ;223312
1999;REGIÃO NORTE;TO;ÓLEO COMBUSTÍVEL;1702807;SILVANOPOLIS                  ;784100
1999;REGIÃO SUL;RS;ÓLEO COMBUSTÍVEL;4306104;CRUZ ALTA                     ;4484283
1999;REGIÃO CENTRO-OESTE;GO;ÓLEO COMBUSTÍVEL;5200300;ALEXANIA                      ;106595
1999;REGIÃO CENTRO-OESTE;GO;ÓLEO COMBUSTÍVEL;5205476;CHAPADAO DO CEU               ;1291791
1999;REGIÃO CENTRO-OESTE;GO;ÓLEO COMBUSTÍVEL;5208807;GOIANIRA                      ;1291219
1999;REGIÃO SUL;PR;ÓLEO COMBUSTÍVEL;4111800;JACAREZINHO                   ;1580981
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3504506;AVARE                         ;239641
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3506401;BILAC                         ;807
1999;REGIÃO SUDESTE;SP;ÓLEO COMBUSTÍVEL;3508102;BURITAMA                      ;1614
1999;REGIÃO SUL;PR;ÓLEO COMBUSTÍVEL;4104501;CAPANEMA                      ;1653
1999;REGIÃO SUL;PR;ÓLEO COMBUSTÍVEL;4105400;CHOPINZINHO                   ;537
1999;REGIÃO SUL;PR;ÓLEO COMBUSTÍVEL;4108116;FIGUEIRA                      ;3558
1999;REGIÃO SUL;PR;ÓLEO COMBUSTÍVEL;4115309;MARIOPOLIS                    ;571
1999;REGIÃO SUL;SC;ÓLEO COMBUSTÍVEL;4201000;ANITA GARIBALDI               ;1620
1999;REGIÃO SUL;SC;ÓLEO COMBUSTÍVEL;4203801;CANOINHAS                     ;36742
1999;REGIÃO SUL;SC;ÓLEO COMBUSTÍVEL;4204506;CORUPA                        ;515
1999;REGIÃO SUL;SC;ÓLEO COMBUSTÍVEL;4204700;CUNHA PORA                    ;5627
1999;REGIÃO SUL;SC;ÓLEO COMBUSTÍVEL;4204808;CURITIBANOS                   ;30972
1999;REGIÃO SUL;SC;ÓLEO COMBUSTÍVEL;4205006;DIONISIO CERQUEIRA            ;5923
1999;REGIÃO SUL;SC;ÓLEO COMBUSTÍVEL;4205154;DOUTOR PEDRINHO               ;530
1999;REGIÃO SUL;SC;ÓLEO COMBUSTÍVEL;4205405;FLORIANOPOLIS                 ;194409
1999;REGIÃO SUL;SC;ÓLEO COMBUSTÍVEL;4205430;FORMOSA DO SUL                ;7477
1999;REGIÃO SUL;SC;ÓLEO COMBUSTÍVEL;4206401;GUARACIABA                    ;3004
1999;REGIÃO SUL;SC;ÓLEO COMBUSTÍVEL;4208803;JAGUARUNA                     ;26572
1999;REGIÃO SUL;SC;ÓLEO COMBUSTÍVEL;4209400;LAGUNA                        ;205686
