ANO;GRANDE REGIÃO;UF;PRODUTO;CÓDIGO IBGE;MUNICÍPIO;VENDAS
1990;REGIÃO NORTE;AM;ÓLEO COMBUSTÍVEL;1301852;IRANDUBA;1957135
1990;REGIÃO NORTE;AM;ÓLEO COMBUSTÍVEL;1302603;MANAUS;188322989
1990;REGIÃO NORTE;AM;ÓLEO COMBUSTÍVEL;1303536;PRESIDENTE FIGUEIREDO;9686
1990;REGIÃO NORTE;PA;ÓLEO COMBUSTÍVEL;1500503;ALMEIRIM;62499137
1990;REGIÃO NORTE;PA;ÓLEO COMBUSTÍVEL;1500800;ANANINDEUA;1276553
1990;REGIÃO NORTE;PA;ÓLEO COMBUSTÍVEL;1501303;BARCARENA;9455175
1990;REGIÃO NORTE;PA;ÓLEO COMBUSTÍVEL;1501402;BELEM;5386560
1990;REGIÃO NORTE;PA;ÓLEO COMBUSTÍVEL;1502202;CAPANEMA;56543048
1990;REGIÃO NORTE;PA;ÓLEO COMBUSTÍVEL;1503507;IRITUIA;74360
1990;REGIÃO NORTE;PA;ÓLEO COMBUSTÍVEL;1503804;JACUNDA;21220
1990;REGIÃO NORTE;PA;ÓLEO COMBUSTÍVEL;1505304;ORIXIMINA;42524767
1990;REGIÃO NORTE;PA;ÓLEO COMBUSTÍVEL;1506138;REDENCAO;416650
1990;REGIÃO NORTE;PA;ÓLEO COMBUSTÍVEL;1506807;SANTAREM;370848
1990;REGIÃO NORTE;PA;ÓLEO COMBUSTÍVEL;1507607;SAO MIGUEL DO GUAMA;42242
1990;REGIÃO NORTE;PA;ÓLEO COMBUSTÍVEL;1508100;TUCURUI;102180
1990;REGIÃO NORTE;AP;ÓLEO COMBUSTÍVEL;1600303;MACAPA;158270
1990;REGIÃO NORTE;TO;ÓLEO COMBUSTÍVEL;1702109;ARAGUAINA;58840
1990;REGIÃO NORTE;TO;ÓLEO COMBUSTÍVEL;1709500;GURUPI;559300
1990;REGIÃO NORDESTE;MA;ÓLEO COMBUSTÍVEL;2100055;ACAILANDIA;32160
1990;REGIÃO NORDESTE;MA;ÓLEO COMBUSTÍVEL;2100204;ALCANTARA;366801
1990;REGIÃO NORDESTE;MA;ÓLEO COMBUSTÍVEL;2100907;ARAIOSES;162620
1990;REGIÃO NORDESTE;MA;ÓLEO COMBUSTÍVEL;2101202;BACABAL;73069
1990;REGIÃO NORDESTE;MA;ÓLEO COMBUSTÍVEL;2101400;BALSAS;30668
1990;REGIÃO NORDESTE;MA;ÓLEO COMBUSTÍVEL;2101608;BARRA DO CORDA;99701
1990;REGIÃO NORDESTE;MA;ÓLEO COMBUSTÍVEL;2103307;CODO;19835285
1990;REGIÃO NORDESTE;MA;ÓLEO COMBUSTÍVEL;2103406;COELHO NETO;3056554
1990;REGIÃO NORDESTE;MA;ÓLEO COMBUSTÍVEL;2105302;IMPERATRIZ;149553
1990;REGIÃO NORDESTE;MA;ÓLEO COMBUSTÍVEL;2105500;JOAO LISBOA;399240
1990;REGIÃO NORDESTE;MA;ÓLEO COMBUSTÍVEL;2107506;PACO DO LUMIAR;116763
1990;REGIÃO NORDESTE;MA;ÓLEO COMBUSTÍVEL;2109106;PRESIDENTE DUTRA;157960
1990;REGIÃO NORDESTE;MA;ÓLEO COMBUSTÍVEL;2109601;ROSARIO;132267
1990;REGIÃO NORDESTE;MA;ÓLEO COMBUSTÍVEL;2109908;SANTA INES;74172
1990;REGIÃO NORDESTE;MA;ÓLEO COMBUSTÍVEL;2110500;SAO BENTO;324133
1990;REGIÃO NORDESTE;MA;ÓLEO COMBUSTÍVEL;2110609;SAO BERNARDO;89478
1990;REGIÃO NORDESTE;MA;ÓLEO COMBUSTÍVEL;2111201;SAO JOSE DE RIBAMAR;196462
1990;REGIÃO NORDESTE;MA;ÓLEO COMBUSTÍVEL;2111300;SAO LUIS;100910665
1990;REGIÃO NORDESTE;MA;ÓLEO COMBUSTÍVEL;2112902;VITORIA DO MEARIM;41706
1990;REGIÃO NORDESTE;PI;ÓLEO COMBUSTÍVEL;2202307;CANTO DO BURITI;124328
1990;REGIÃO NORDESTE;PI;ÓLEO COMBUSTÍVEL;2203909;FLORIANO;26419
1990;REGIÃO NORDESTE;PI;ÓLEO COMBUSTÍVEL;2207009;OEIRAS;13121
1990;REGIÃO NORDESTE;PI;ÓLEO COMBUSTÍVEL;2207702;PARNAIBA;522270
1990;REGIÃO NORDESTE;PI;ÓLEO COMBUSTÍVEL;2208007;PICOS;13775
1990;REGIÃO NORDESTE;PI;ÓLEO COMBUSTÍVEL;2211001;TERESINA;2297705
1990;REGIÃO NORDESTE;CE;ÓLEO COMBUSTÍVEL;2301109;ARACATI;29684
1990;REGIÃO NORDESTE;CE;ÓLEO COMBUSTÍVEL;2301901;BARBALHA;820633
1990;REGIÃO NORDESTE;CE;ÓLEO COMBUSTÍVEL;2302800;CANINDE;114187
1990;REGIÃO NORDESTE;CE;ÓLEO COMBUSTÍVEL;2303709;CAUCAIA;418271
1990;REGIÃO NORDESTE;CE;ÓLEO COMBUSTÍVEL;2304004;COREAU;98833
1990;REGIÃO NORDESTE;CE;ÓLEO COMBUSTÍVEL;2304202;CRATO;1753675
1990;REGIÃO NORDESTE;CE;ÓLEO COMBUSTÍVEL;2304285;EUSEBIO;59296
1990;REGIÃO NORDESTE;CE;ÓLEO COMBUSTÍVEL;2304400;FORTALEZA;5651780
1990;REGIÃO NORDESTE;CE;ÓLEO COMBUSTÍVEL;2305357;ICAPUI;86024
1990;REGIÃO NORDESTE;CE;ÓLEO COMBUSTÍVEL;2305506;IGUATU;156175
1990;REGIÃO NORDESTE;CE;ÓLEO COMBUSTÍVEL;2307304;JUAZEIRO DO NORTE;159007
1990;REGIÃO NORDESTE;CE;ÓLEO COMBUSTÍVEL;2307718;MARACANAU;4128089
1990;REGIÃO NORDESTE;CE;ÓLEO COMBUSTÍVEL;2308401;MISSAO VELHA;13916
1990;REGIÃO NORDESTE;CE;ÓLEO COMBUSTÍVEL;2309508;OROS;28424
1990;REGIÃO NORDESTE;CE;ÓLEO COMBUSTÍVEL;2309706;PACATUBA;673376
1990;REGIÃO NORDESTE;CE;ÓLEO COMBUSTÍVEL;2311801;RUSSAS;362323
1990;REGIÃO NORDESTE;CE;ÓLEO COMBUSTÍVEL;2312700;SENADOR POMPEU;52222
1990;REGIÃO NORDESTE;CE;ÓLEO COMBUSTÍVEL;2312908;SOBRAL;40474076
1990;REGIÃO NORDESTE;RN;ÓLEO COMBUSTÍVEL;2403251;PARNAMIRIM;172670
1990;REGIÃO NORDESTE;RN;ÓLEO COMBUSTÍVEL;2404408;GROSSOS;288007
1990;REGIÃO NORDESTE;RN;ÓLEO COMBUSTÍVEL;2407104;MACAIBA;88600
1990;REGIÃO NORDESTE;RN;ÓLEO COMBUSTÍVEL;2407203;MACAU;55956
1990;REGIÃO NORDESTE;RN;ÓLEO COMBUSTÍVEL;2407500;MAXARANGUAPE;463850
1990;REGIÃO NORDESTE;RN;ÓLEO COMBUSTÍVEL;2408003;MOSSORO;2483062
1990;REGIÃO NORDESTE;RN;ÓLEO COMBUSTÍVEL;2408102;NATAL;1049879
1990;REGIÃO NORDESTE;RN;ÓLEO COMBUSTÍVEL;2410306;PRESIDENTE JUSCELINO;246160
1990;REGIÃO NORDESTE;RN;ÓLEO COMBUSTÍVEL;2412005;SAO GONCALO DO AMARANT;3097271
1990;REGIÃO NORDESTE;PB;ÓLEO COMBUSTÍVEL;2500601;ALHANDRA;521220
1990;REGIÃO NORDESTE;PB;ÓLEO COMBUSTÍVEL;2501807;BAYEUX;53630
1990;REGIÃO NORDESTE;PB;ÓLEO COMBUSTÍVEL;2503001;CAAPORA;45734920
1990;REGIÃO NORDESTE;PB;ÓLEO COMBUSTÍVEL;2503209;CABEDELO;288660
1990;REGIÃO NORDESTE;PB;ÓLEO COMBUSTÍVEL;2504009;CAMPINA GRANDE;3591410
1990;REGIÃO NORDESTE;PB;ÓLEO COMBUSTÍVEL;2504603;CONDE;3288344
1990;REGIÃO NORDESTE;PB;ÓLEO COMBUSTÍVEL;2507507;JOAO PESSOA;44341765
1990;REGIÃO NORDESTE;PB;ÓLEO COMBUSTÍVEL;2510808;PATOS;83130
1990;REGIÃO NORDESTE;PB;ÓLEO COMBUSTÍVEL;2512101;POMBAL;89998
1990;REGIÃO NORDESTE;PB;ÓLEO COMBUSTÍVEL;2512507;QUEIMADAS;214190
1990;REGIÃO NORDESTE;PB;ÓLEO COMBUSTÍVEL;2512903;RIO TINTO;738020
1990;REGIÃO NORDESTE;PB;ÓLEO COMBUSTÍVEL;2513703;SANTA RITA;1486001
1990;REGIÃO NORDESTE;PB;ÓLEO COMBUSTÍVEL;2515302;SAPE;12440
1990;REGIÃO NORDESTE;PE;ÓLEO COMBUSTÍVEL;2601102;ARARIPINA;1506179
1990;REGIÃO NORDESTE;PE;ÓLEO COMBUSTÍVEL;2601409;BARREIROS;75190
1990;REGIÃO NORDESTE;PE;ÓLEO COMBUSTÍVEL;2601706;BELO JARDIM;3747657
1990;REGIÃO NORDESTE;PE;ÓLEO COMBUSTÍVEL;2602308;BONITO;386379
1990;REGIÃO NORDESTE;PE;ÓLEO COMBUSTÍVEL;2602902;CABO DE SANTO AGOSTINH;9206968
1990;REGIÃO NORDESTE;PE;ÓLEO COMBUSTÍVEL;2603454;CAMARAGIBE;1598600
1990;REGIÃO NORDESTE;PE;ÓLEO COMBUSTÍVEL;2604106;CARUARU;354310
1990;REGIÃO NORDESTE;PE;ÓLEO COMBUSTÍVEL;2605202;ESCADA;823847
1990;REGIÃO NORDESTE;PE;ÓLEO COMBUSTÍVEL;2605707;FLORESTA;45230
1990;REGIÃO NORDESTE;PE;ÓLEO COMBUSTÍVEL;2606002;GARANHUNS;4065380
1990;REGIÃO NORDESTE;PE;ÓLEO COMBUSTÍVEL;2606200;GOIANA;24554112
1990;REGIÃO NORDESTE;PE;ÓLEO COMBUSTÍVEL;2606804;IGARASSU;4034435
1990;REGIÃO NORDESTE;PE;ÓLEO COMBUSTÍVEL;2607208;IPOJUCA;14530
1990;REGIÃO NORDESTE;PE;ÓLEO COMBUSTÍVEL;2607901;JABOATAO DOS GUARARAPE;29422874
1990;REGIÃO NORDESTE;PE;ÓLEO COMBUSTÍVEL;2608909;LIMOEIRO;425856
1990;REGIÃO NORDESTE;PE;ÓLEO COMBUSTÍVEL;2609402;MORENO;424050
1990;REGIÃO NORDESTE;PE;ÓLEO COMBUSTÍVEL;2609501;NAZARE DA MATA;64436
1990;REGIÃO NORDESTE;PE;ÓLEO COMBUSTÍVEL;2609600;OLINDA;308400
1990;REGIÃO NORDESTE;PE;ÓLEO COMBUSTÍVEL;2610004;PALMARES;221150
1990;REGIÃO NORDESTE;PE;ÓLEO COMBUSTÍVEL;2610608;PAUDALHO;1981913
1990;REGIÃO NORDESTE;PE;ÓLEO COMBUSTÍVEL;2610707;PAULISTA;33880075
1990;REGIÃO NORDESTE;PE;ÓLEO COMBUSTÍVEL;2610905;PESQUEIRA;1784333
1990;REGIÃO NORDESTE;PE;ÓLEO COMBUSTÍVEL;2611101;PETROLINA;5256006
1990;REGIÃO NORDESTE;PE;ÓLEO COMBUSTÍVEL;2611606;RECIFE;48638026
1990;REGIÃO NORDESTE;PE;ÓLEO COMBUSTÍVEL;2611804;RIBEIRAO;69280
1990;REGIÃO NORDESTE;PE;ÓLEO COMBUSTÍVEL;2612406;SANHARO;123800
1990;REGIÃO NORDESTE;PE;ÓLEO COMBUSTÍVEL;2613008;SAO BENTO DO UNA;88910
1990;REGIÃO NORDESTE;PE;ÓLEO COMBUSTÍVEL;2613701;SAO LOURENCO DA MATA;3368056
1990;REGIÃO NORDESTE;PE;ÓLEO COMBUSTÍVEL;2613909;SERRA TALHADA;14132
1990;REGIÃO NORDESTE;PE;ÓLEO COMBUSTÍVEL;2615607;TRINDADE;547692
1990;REGIÃO NORDESTE;PE;ÓLEO COMBUSTÍVEL;2616407;VITORIA DE SANTO ANTAO;343256
1990;REGIÃO NORDESTE;AL;ÓLEO COMBUSTÍVEL;2700300;ARAPIRACA;128980
1990;REGIÃO NORDESTE;AL;ÓLEO COMBUSTÍVEL;2700706;BATALHA;158780
1990;REGIÃO NORDESTE;AL;ÓLEO COMBUSTÍVEL;2701902;CHA PRETA;64900
1990;REGIÃO NORDESTE;AL;ÓLEO COMBUSTÍVEL;2702801;FLEXEIRAS;107320
1990;REGIÃO NORDESTE;AL;ÓLEO COMBUSTÍVEL;2704302;MACEIO;5620947
1990;REGIÃO NORDESTE;AL;ÓLEO COMBUSTÍVEL;2704708;MARECHAL DEODORO;135970
1990;REGIÃO NORDESTE;AL;ÓLEO COMBUSTÍVEL;2706307;PALMEIRA DOS INDIOS;400877
1990;REGIÃO NORDESTE;AL;ÓLEO COMBUSTÍVEL;2706505;PASSO DE CAMARAGIBE;2019690
1990;REGIÃO NORDESTE;AL;ÓLEO COMBUSTÍVEL;2706901;PILAR;118050
1990;REGIÃO NORDESTE;AL;ÓLEO COMBUSTÍVEL;2707701;RIO LARGO;34680
1990;REGIÃO NORDESTE;AL;ÓLEO COMBUSTÍVEL;2708303;SAO JOSE DA LAJE;66150
1990;REGIÃO NORDESTE;AL;ÓLEO COMBUSTÍVEL;2708600;SAO MIGUEL DOS CAMPOS;76460
1990;REGIÃO NORDESTE;AL;ÓLEO COMBUSTÍVEL;2708907;SATUBA;563480
1990;REGIÃO NORDESTE;SE;ÓLEO COMBUSTÍVEL;2800209;AQUIDABA;202136
1990;REGIÃO NORDESTE;SE;ÓLEO COMBUSTÍVEL;2800308;ARACAJU;1720188
1990;REGIÃO NORDESTE;SE;ÓLEO COMBUSTÍVEL;2802106;ESTANCIA;4296659
1990;REGIÃO NORDESTE;SE;ÓLEO COMBUSTÍVEL;2803203;ITAPORANGA D'AJUDA;49297
1990;REGIÃO NORDESTE;SE;ÓLEO COMBUSTÍVEL;2803609;LARANJEIRAS;38266166
1990;REGIÃO NORDESTE;SE;ÓLEO COMBUSTÍVEL;2804805;NOSSA SENHORA DO SOCOR;5463413
1990;REGIÃO NORDESTE;SE;ÓLEO COMBUSTÍVEL;2804904;PACATUBA;1756761
1990;REGIÃO NORDESTE;SE;ÓLEO COMBUSTÍVEL;2805901;RIACHUELO;1516078
1990;REGIÃO NORDESTE;SE;ÓLEO COMBUSTÍVEL;2806107;ROSARIO DO CATETE;1792897
1990;REGIÃO NORDESTE;SE;ÓLEO COMBUSTÍVEL;2807204;SIRIRI;1270
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2903201;BARREIRAS;94040
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2904605;BRUMADO;42652294
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2905206;CAETITE;62524
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2905701;CAMACARI;799197839
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2906006;CAMPO FORMOSO;19539026
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2906303;CANAVIEIRAS;9960
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2906501;CANDEIAS;114487724
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2910057;DIAS D'AVILA;22235695
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2910602;ESPLANADA;110235
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2910800;FEIRA DE SANTANA;11246209
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2912103;IBICARAI;47147
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2913200;IBOTIRAMA;85514
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2913606;ILHEUS;4095566
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2913903;IPIAU;86933
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2914802;ITABUNA;6220485
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2915601;ITAMARAJU;55620
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2915809;ITAMBE;176989
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2916401;ITAPETINGA;2810719
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2917102;ITORORO;89759
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2918001;JEQUIE;606710
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2918407;JUAZEIRO;4062421
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2919207;LAURO DE FREITAS;139600
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2921104;MEDEIROS NETO;225340
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2925204;POJUCA;362285
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2925402;POTIRAGUA;311759
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2927408;SALVADOR;49359349
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2928604;SANTO AMARO;15052235
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2929206;SAO FRANCISCO DO CONDE;522971
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2929305;SAO GONCALO DOS CAMPOS;908265
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2930105;SENHOR DO BONFIM;12471
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2930709;SIMOES FILHO;28996244
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2931400;TEODORO SAMPAIO;55621
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2931509;TEOFILANDIA;64650
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2931350;TEIXEIRA DE FREITAS;25930
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2932705;URUCUCA;67720
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2932903;VALENCA;1350433
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2933208;VERA CRUZ;350240
1990;REGIÃO NORDESTE;BA;ÓLEO COMBUSTÍVEL;2933307;VITORIA DA CONQUISTA;1103449
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3100203;ABAETE;221168
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3100302;ABRE CAMPO;13620
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3101508;ALEM PARAIBA;796887
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3101607;ALFENAS;1502290
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3101706;ALMENARA;302687
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3102605;ANDRADAS;4177310
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3103504;ARAGUARI;581471
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3104007;ARAXA;3330957
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3104106;ARCEBURGO;35840
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3104205;ARCOS;16498010
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3105400;BARAO DE COCAIS;2010299
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3105608;BARBACENA;6318660
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3105905;BARROSO;15253176
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3106200;BELO HORIZONTE;59866950
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3106309;BELO ORIENTE;31279621
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3106408;BELO VALE;11620
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3106705;BETIM;23413239
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3107109;BOA ESPERANCA;33650
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3107307;BOCAIUVA;4140588
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3107406;BOM DESPACHO;21700
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3108909;BRASOPOLIS;11860
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3109600;CACHOEIRA DA PRATA;1182810
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3110004;CAETE;2438863
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3110301;CALDAS;2787790
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3110707;CAMBUQUIRA;309720
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3110806;CAMPANARIO;231850
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3111200;CAMPO BELO;1351910
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3112307;CAPELINHA;126700
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3112505;CAPIM BRANCO;167870
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3112604;CAPINOPOLIS;84899
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3112802;CAPITOLIO;299640
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3113206;CARANDAI;49769337
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3113404;CARATINGA;2435720
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3115300;CATAGUASES;14604509
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3115508;CAXAMBU;23960
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3116209;CHIADOR;394530
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3117702;CONCEICAO DO RIO VERDE;400000
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3117801;CONCEICAO DOS OUROS;23830
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3118007;CONGONHAS;27180
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3118304;CONSELHEIRO LAFAIETE;1504026
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3118601;CONTAGEM;52968588
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3118809;CORACAO DE JESUS;66681
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3119302;COROMANDEL;98541
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3120904;CURVELO;460830
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3122306;DIVINOPOLIS;15832638
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3122504;DOM CAVATI;48110
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3126000;FLORESTAL;24190
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3126109;FORMIGA;130350
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3127107;FRUTAL;21440
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3127701;GOVERNADOR VALADARES;9610063
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3128006;GUANHAES;1408616
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3128600;GUARDA-MOR;762780
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3129509;IBIA;5434951
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3130101;IGARAPE;43681220
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3130309;IGUATAMA;2192446
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3130408;IJACI;149740
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3131307;IPATINGA;16807820
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3131703;ITABIRA;25100
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3131901;ITABIRITO;756060
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3132404;ITAJUBA;46290
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3133006;ITAMONTE;2850990
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3133303;ITAOBIM;63450
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3133501;ITAPECERICA;2663799
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3133709;ITATIAIUCU;2433920
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3133808;ITAUNA;17012816
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3134202;ITUIUTABA;3716097
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3135100;JANAUBA;49430
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3136207;JOAO MONLEVADE;2664190
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3136306;JOAO PINHEIRO;1432892
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3136702;JUIZ DE FORA;55519915
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3137205;LAGOA DA PRATA;336020
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3137601;LAGOA SANTA;1236710
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3138203;LAVRAS;1367285
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3139409;MANHUACU;1291168
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3140704;MATEUS LEME;12674460
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3141108;MATOZINHOS;4443232
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3141900;MINDURI;34230
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3143104;MONTE CARMELO;27356
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3143302;MONTES CLAROS;33815623
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3143906;MURIAE;53890
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3144102;MUZAMBINHO;129320
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3144300;NANUQUE;2382300
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3144607;NEPOMUCENO;2534630
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3144706;NOVA ERA;467164
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3144805;NOVA LIMA;2822730
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3145000;NOVA PONTE;229135
1990;REGIÃO SUDESTE;MG;ÓLEO COMBUSTÍVEL;3145901;OURO BRANCO;524577
